V0_LATITUDE,V1_LATITUDE,V2_LATITUDE,V3_LATITUDE,V0_LONGITUDE,V1_LONGITUDE,V2_LONGITUDE,V3_LONGITUDE,mg/si,al/si,ca/si
-72.791,-78.466,-78.524,-72.829,-132.595,-134.643,-130.684,-129.972,0.222,0.672,0.434
-77.294,-82.947,-83.05,-77.35,-127.984,-132.735,-126.067,-124.336,0.322,0.783,0.277
3.426,-1.805,-1.815,3.417,-129.086,-129.148,-128.508,-128.445,0.473,0.931,0.393
-78.915,-84.146,-84.271,-78.98,-128.848,-134.946,-126.878,-124.648,0.33,1.033,0.538
-77.294,-82.545,-82.642,-77.35,-127.984,-132.156,-125.856,-124.336,0.309,0.79,0.418
29.706,24.464,24.455,29.696,-133.085,-133.138,-132.41,-132.314,0.443,1.112,0.404
-75.645,-81.311,-81.388,-75.691,-133.424,-136.682,-131.382,-130.257,0.296,1.019,0.326
6.277,0.625,0.617,6.268,-132.241,-132.302,-131.658,-131.592,0.438,1.142,0.548
-29.104,-34.347,-34.36,-29.116,-124.308,-124.434,-123.614,-123.543,0.356,0.934,0.387
29.482,24.242,24.232,29.471,-130.936,-130.995,-130.274,-130.174,0.286,0.745,0.393
-22.817,-28.056,-28.067,-22.827,-133.661,-133.754,-133.002,-132.948,0.505,1.03,0.23
38.599,33.361,33.349,38.586,-124.414,-124.491,-123.707,-123.567,0.347,0.774,0.352
-17.095,-22.748,-22.759,-17.106,-123.026,-123.127,-122.416,-122.347,0.361,0.591,0.296
71.087,65.399,65.376,71.056,-132.234,-132.493,-130.689,-129.874,0.239,0.974,0.322
33.866,28.622,28.611,33.855,-133.043,-133.098,-132.336,-132.229,0.303,0.808,0.323
-63.38,-68.646,-68.674,-63.403,-135.225,-135.852,-133.788,-133.576,0.408,0.882,0.478
-45.663,-50.918,-50.934,-45.678,-130.029,-130.252,-129.124,-129.027,0.311,0.692,0.33
85.63,80.36,80.29,85.475,-117.4,-120.878,-116.326,-107.498,0.332,0.718,0.316
48.182,42.93,42.917,48.168,-130.692,-130.775,-129.834,-129.644,0.286,0.632,0.252
47.978,42.723,42.711,47.964,-132.873,-132.946,-132,-131.82,0.412,1.183,0.627
-71.302,-76.572,-76.623,-71.338,-130.214,-131.746,-128.344,-127.795,0.347,1.056,0.415
0.43,-5.217,-5.227,0.421,-122.774,-122.85,-122.212,-122.141,0.232,0.712,0.293
89.503,88.634,88.663,89.095,-36.149,-50.765,-16.6,25.103,0.226,1.46,0.71
-9.338,-14.573,-14.582,-9.346,-134.532,-134.597,-133.925,-133.875,0.366,0.567,0.39
-51.506,-56.768,-56.789,-51.524,-124.009,-124.324,-122.982,-122.849,0.333,1.26,0.486
76.296,70.614,70.58,76.248,-122.823,-123.425,-121.199,-119.648,0.315,0.879,0.266
-19.354,-25.008,-25.019,-19.364,-126.226,-126.33,-125.602,-125.535,0.373,0.733,0.298
-49.599,-54.856,-54.874,-49.615,-132.278,-132.542,-131.294,-131.186,0.283,0.593,0.255
38.55,33.306,33.294,38.537,-129.756,-129.824,-129.026,-128.892,0.384,0.896,0.369
-83.971,-89.276,-88.518,-84.079,-142.226,-163.671,-146.105,-134.543,0.372,0.906,0.346
89.558,85.576,85.427,89.007,-27.17,-122.296,-112.313,26.06,0.277,0.517,0.296
-80.503,-86.087,-86.266,-80.575,-134.996,-146.103,-134.098,-130.129,0.198,0.768,0.354
-38.111,-43.776,-43.791,-38.125,-125.587,-125.771,-124.804,-124.714,0.32,1.008,0.338
53.981,48.311,48.296,53.965,-130.584,-130.693,-129.639,-129.373,0.395,1.123,0.227
-72.526,-77.795,-77.851,-72.565,-130.488,-132.29,-128.535,-127.892,0.325,0.773,0.367
8.189,2.959,2.949,8.179,-125.853,-125.916,-125.281,-125.211,0.324,0.615,0.192
54.029,48.779,48.763,54.012,-125.194,-125.312,-124.271,-124.009,0.419,1.168,0.371
12.967,7.738,7.728,12.957,-122.62,-122.685,-122.047,-121.971,0.203,0.612,0.279
-15.094,-20.33,-20.34,-15.104,-127.212,-127.298,-126.602,-126.542,0.379,0.392,0.168
74.238,68.558,68.527,74.196,-123.087,-123.565,-121.559,-120.338,0.392,0.974,0.451
-52.425,-58.099,-58.119,-52.442,-128.24,-128.591,-127.203,-127.06,0.564,1.45,0.554
-42.369,-47.623,-47.639,-42.383,-124.671,-124.874,-123.822,-123.728,0.307,0.897,0.482
-65.706,-71.383,-71.414,-65.729,-136.468,-137.296,-134.924,-134.661,0.323,1.039,0.352
18.99,13.342,13.332,18.98,-124.667,-124.736,-124.083,-123.993,0.282,0.87,0.292
-49.186,-54.856,-54.874,-49.202,-132.26,-132.542,-131.294,-131.179,0.208,0.628,0.248
-53.313,-58.986,-59.006,-53.33,-132.456,-132.81,-131.394,-131.257,0.171,0.866,0.349
24.302,18.654,18.643,24.291,-123.543,-123.613,-122.941,-122.84,0.292,0.751,0.376
-8.338,-13.988,-13.998,-8.348,-122.892,-122.978,-122.314,-122.246,0.444,0.849,0.452
-3.414,-9.063,-9.073,-3.423,-127.051,-127.127,-126.478,-126.411,0.532,1.253,0.4
-8.742,-13.977,-13.987,-8.752,-132.408,-132.478,-131.809,-131.755,0.501,1.01,0.514
67.07,61.393,61.37,67.043,-126.901,-127.142,-125.632,-125.012,0.333,0.913,0.279
56.931,51.264,51.247,56.912,-125.118,-125.261,-124.156,-123.83,0.421,0.987,0.6
-56.954,-62.219,-62.243,-56.974,-128.511,-128.934,-127.334,-127.168,0.562,1.242,0.614
-61.151,-66.42,-66.449,-61.174,-127.796,-128.368,-126.468,-126.249,0.381,0.692,0.322
-16.494,-21.73,-21.741,-16.503,-130.4,-130.484,-129.779,-129.721,0.254,0.58,0.344
-8.651,-14.303,-14.312,-8.66,-133.466,-133.538,-132.868,-132.811,0.343,1.009,0.217
8.869,3.635,3.626,8.861,-133.281,-133.334,-132.687,-132.626,0.37,1.023,0.324
-40.181,-45.846,-45.86,-40.194,-130.893,-131.083,-130.081,-129.994,0.416,0.979,0.252
41.982,36.74,36.728,41.969,-125.428,-125.509,-124.683,-124.526,0.572,1.233,0.464
-60.996,-66.672,-66.699,-61.017,-133.995,-134.576,-132.686,-132.48,0.445,0.878,0.334
-83.191,-88.388,-88.926,-83.296,-135.105,-177.047,-148.926,-128.198,0.478,1.216,0.38
67.457,61.778,61.755,67.429,-127.971,-128.211,-126.674,-126.04,0.268,0.523,0.291
52.797,47.136,47.12,52.779,-120.945,-121.074,-120.082,-119.812,0.249,0.573,0.364
38.651,33.414,33.402,38.638,-121.22,-121.301,-120.522,-120.379,0.555,0.825,0.408
-76.866,-82.12,-82.205,-76.916,-133.888,-137.533,-131.674,-130.416,0.257,1.035,0.421
-56.88,-62.142,-62.164,-56.898,-133.698,-134.094,-132.519,-132.373,0.298,0.875,0.208
-83.376,-89.109,-88.332,-83.47,-142.934,-156.674,-145.281,-136.008,0.568,1.101,0.406
54.396,48.732,48.716,54.378,-124.113,-124.243,-123.208,-122.921,0.418,1.191,0.49
63.817,58.559,58.539,63.792,-122.728,-122.927,-121.578,-121.106,0.455,0.799,0.301
24.899,19.662,19.652,24.889,-130.985,-131.042,-130.349,-130.261,0.339,0.75,0.3
-69.967,-75.24,-75.288,-70.002,-125.821,-127.159,-124.046,-123.55,0.447,1.2,0.325
-14.354,-20.006,-20.017,-14.364,-126.146,-126.239,-125.545,-125.479,0.441,1.274,0.401
-38.427,-43.676,-43.689,-38.44,-131.892,-132.052,-131.095,-131.02,0.211,0.843,0.369
67.753,62.488,62.465,67.724,-125.778,-126.021,-124.457,-123.837,0.25,0.527,0.325
-30.23,-35.89,-35.903,-30.242,-125.385,-125.526,-124.686,-124.61,0.316,0.877,0.517
73.222,67.949,67.92,73.184,-127.583,-127.951,-125.97,-124.963,0.428,1.082,0.415
-9.95,-15.6,-15.61,-9.96,-123.97,-124.058,-123.387,-123.32,0.213,0.557,0.307
59.071,53.807,53.791,59.051,-131.563,-131.683,-130.468,-130.145,0.384,0.754,0.249
55.061,49.806,49.79,55.043,-128.396,-128.51,-127.43,-127.16,0.306,0.966,0.35
-55.454,-60.719,-60.742,-55.473,-126.326,-126.716,-125.194,-125.037,0.307,0.915,0.459
57.777,52.526,52.509,57.757,-120.806,-120.955,-119.827,-119.499,0.258,0.74,0.207
51.54,46.292,46.277,51.523,-125.251,-125.358,-124.374,-124.141,0.383,0.976,0.597
-3.746,-8.977,-8.987,-3.756,-122.829,-122.903,-122.256,-122.192,0.295,0.671,0.217
5.773,0.542,0.533,5.763,-126.94,-127.004,-126.367,-126.3,0.292,1.035,0.299
-44.168,-49.836,-49.852,-44.182,-127.881,-128.113,-127.01,-126.907,0.332,0.825,0.295
30.309,24.666,24.655,30.297,-125.594,-125.664,-124.954,-124.839,0.425,0.845,0.297
-66.473,-71.742,-71.776,-66.5,-133.532,-134.391,-131.947,-131.646,0.303,0.905,0.25
-15.348,-20.584,-20.594,-15.358,-129.327,-129.411,-128.712,-128.654,0.327,0.774,0.527
89.242,84.04,83.933,88.629,-100.034,-127.363,-119.78,-69.446,0.395,0.52,0.304
-3.568,-8.799,-8.809,-3.578,-124.939,-125.011,-124.364,-124.301,0.414,0.912,0.552
-60.913,-66.592,-66.619,-60.935,-130.89,-131.49,-129.59,-129.367,0.339,0.901,0.301
31.147,25.907,25.896,31.136,-130.918,-130.977,-130.244,-130.14,0.342,0.81,0.521
79.383,74.104,74.064,79.323,-126.725,-127.507,-124.728,-122.532,0.371,0.816,0.387
20.458,14.804,14.795,20.448,-132.101,-132.158,-131.486,-131.402,0.498,0.876,0.401
-3.082,-8.734,-8.743,-3.091,-134.463,-134.527,-133.872,-133.816,0.407,0.828,0.259
-15.413,-21.066,-21.076,-15.422,-132.496,-132.582,-131.88,-131.822,0.392,1.095,0.319
-23.156,-28.396,-28.407,-23.166,-130.507,-130.607,-129.852,-129.792,0.289,0.967,0.357
-24.765,-30.421,-30.433,-24.776,-126.324,-126.442,-125.667,-125.597,0.405,0.942,0.228
15.533,9.883,9.873,15.524,-128.953,-129.016,-128.365,-128.285,0.343,0.953,0.454
-37.544,-42.793,-42.807,-37.557,-127.671,-127.833,-126.888,-126.808,0.258,0.84,0.252
82.911,77.625,77.575,82.824,-129.192,-130.49,-126.842,-122.796,0.217,0.453,0.277
-3.088,-8.32,-8.33,-3.098,-125.99,-126.061,-125.414,-125.352,0.316,1.001,0.187
68.124,62.451,62.427,68.094,-120.347,-120.642,-119.105,-118.404,0.25,0.883,0.295
36.35,30.697,30.686,36.337,-122.319,-122.401,-121.648,-121.507,0.248,0.902,0.329
60.045,54.378,54.36,60.023,-121.802,-121.977,-120.789,-120.393,0.346,0.9,0.462
0,0,0,0,0,0,0,0,0.405,1.743,0.223
53.077,47.404,47.39,53.062,-133.896,-133.981,-132.936,-132.699,0.495,1.271,0.457
-26.667,-32.325,-32.338,-26.679,-123.203,-123.332,-122.535,-122.461,0.269,0.711,0.405
-24.573,-30.23,-30.24,-24.583,-132.639,-132.747,-131.976,-131.914,0.509,0.917,0.643
-80.08,-85.677,-85.847,-80.152,-130.657,-140.564,-129.596,-125.954,0.326,0.679,0.355
-19.594,-24.832,-24.843,-19.605,-123.069,-123.168,-122.441,-122.376,0.257,0.769,0.266
-34.695,-40.356,-40.368,-34.706,-131.796,-131.947,-131.048,-130.974,0.541,1.136,0.588
31.987,26.333,26.322,31.975,-125.571,-125.644,-124.922,-124.8,0.649,1.345,0.501
-12.43,-17.665,-17.675,-12.44,-129.284,-129.363,-128.681,-128.623,0.29,0.461,0.604
-81.835,-86.972,-87.192,-81.913,-140.086,-154.959,-139.571,-134.475,0.289,1.082,0.449
40.968,35.725,35.713,40.955,-127.581,-127.657,-126.837,-126.689,0.242,0.788,0.488
-58.91,-64.59,-64.618,-58.932,-124.481,-125.025,-123.257,-123.041,0.442,1.255,0.505
39.797,34.552,34.541,39.784,-129.739,-129.809,-128.996,-128.857,0.348,1.148,0.333
82.046,76.771,76.721,81.962,-121.382,-122.759,-119.454,-115.855,0.415,1.138,0.513
-82.768,-87.803,-88.126,-82.858,-140.268,-164.188,-142.876,-133.888,0.339,0.976,0.349
-1.48,-6.711,-6.721,-1.49,-124.912,-124.983,-124.34,-124.277,0.371,0.929,0.552
47.272,41.608,41.594,47.258,-129.627,-129.717,-128.804,-128.606,0.396,0.919,0.373
-21.915,-27.153,-27.165,-21.925,-125.217,-125.32,-124.575,-124.511,0.334,0.763,0.489
-79.439,-84.661,-84.793,-79.504,-133.227,-140.058,-131.279,-128.852,0.264,0.961,0.275
-72.609,-77.879,-77.936,-72.649,-129.482,-131.32,-127.526,-126.866,0.345,0.634,0.468
25.459,20.22,20.21,25.448,-132.051,-132.105,-131.407,-131.319,0.287,1.057,0.393
81.537,76.264,76.215,81.458,-120.466,-121.74,-118.572,-115.291,0.621,0.991,0.535
46.506,40.847,40.833,46.491,-124.283,-124.382,-123.501,-123.3,0.657,1.708,0.499
-82.743,-88.082,-88.499,-82.84,-135.413,-166.967,-142.484,-128.959,0.419,0.59,0.384
-30.543,-36.202,-36.214,-30.554,-131.702,-131.834,-130.995,-130.926,0.25,0.548,0.283
25.254,19.604,19.594,25.243,-124.592,-124.662,-123.984,-123.881,0.399,1.012,0.409
89.488,86.476,86.285,88.907,-12.789,-115.902,-103.769,30.293,0.313,0.762,0.369
-39.942,-45.608,-45.624,-39.956,-123.542,-123.743,-122.736,-122.639,0.342,0.763,0.498
89.011,84.626,84.498,89.499,-91.485,-116.3,-108.189,-38.738,0.185,0.641,0.184
-20.51,-25.748,-25.759,-20.521,-127.3,-127.397,-126.664,-126.602,0.364,1.182,0.476
-24.922,-30.578,-30.59,-24.933,-128.433,-128.549,-127.773,-127.705,0.491,0.727,0.414
-17.496,-22.733,-22.743,-17.505,-132.526,-132.609,-131.897,-131.842,0.264,0.816,0.391
-49.868,-55.538,-55.555,-49.883,-133.329,-133.616,-132.347,-132.234,0.322,1.279,0.326
-21.177,-26.831,-26.843,-21.187,-128.365,-128.471,-127.729,-127.663,0.54,1.099,0.353
-80.921,-86.486,-86.685,-80.995,-136.333,-149.18,-135.824,-131.249,0.242,0.677,0.221
-59.126,-64.801,-64.824,-59.145,-135.888,-136.37,-134.635,-134.474,0.275,0.776,0.41
45.211,39.544,39.532,45.199,-134.006,-134.072,-133.177,-133.01,0.303,0.901,0.452
-62.83,-68.506,-68.533,-62.851,-136.18,-136.822,-134.777,-134.57,0.509,1.171,0.575
38.652,32.997,32.985,38.639,-125.479,-125.56,-124.778,-124.629,0.402,0.683,0.475
-5.406,-10.64,-10.649,-5.415,-132.368,-132.434,-131.776,-131.721,0.519,0.901,0.404
74.238,68.969,68.938,74.196,-123.087,-123.539,-121.493,-120.338,0.389,0.945,0.426
44.247,38.996,38.984,44.234,-132.924,-132.99,-132.106,-131.952,0.443,1.077,0.623
5.203,-0.026,-0.036,5.193,-124.829,-124.896,-124.261,-124.193,0.414,1.3,0.419
38.486,33.248,33.236,38.473,-123.351,-123.429,-122.649,-122.509,0.339,0.747,0.384
79.701,74.006,73.969,79.644,-131.345,-132.043,-129.229,-126.938,0.435,1.094,0.291
-70.354,-76.031,-76.074,-70.385,-136.129,-137.527,-134.324,-133.872,0.395,0.715,0.531
-11.422,-17.075,-17.084,-11.431,-134.557,-134.63,-133.948,-133.894,0.493,0.586,0.284
-68.295,-73.975,-74.016,-68.325,-131.732,-132.901,-130.085,-129.67,0.535,1.263,0.671
8.546,3.316,3.306,8.536,-124.79,-124.854,-124.219,-124.149,0.371,0.949,0.538
-45.676,-50.933,-50.95,-45.691,-124.793,-125.027,-123.888,-123.784,0.311,0.761,0.406
81.497,76.224,76.175,81.417,-119.365,-120.652,-117.502,-114.228,0.239,1.123,0.313
-52.102,-57.363,-57.384,-52.119,-127.178,-127.497,-126.138,-126.006,0.6,1.379,0.496
-70.749,-76.019,-76.066,-70.783,-132.153,-133.554,-130.31,-129.818,0.217,0.73,0.545
-22.74,-28.396,-28.407,-22.75,-130.5,-130.607,-129.852,-129.787,0.309,1.012,0.346
-8.698,-13.931,-13.941,-8.708,-123.953,-124.032,-123.368,-123.306,0.388,0.764,0.426
33.013,27.779,27.768,33.001,-122.367,-122.44,-121.712,-121.593,0.442,1.23,0.35
46.32,41.067,41.055,46.307,-132.896,-132.966,-132.049,-131.881,0.593,1.335,0.799
23.728,18.078,18.068,23.718,-126.736,-126.802,-126.128,-126.03,0.333,1.028,0.438
86.874,81.595,81.52,86.674,-123.915,-128.463,-123.082,-109.976,0.422,0.675,0.387
-28.153,-33.396,-33.408,-28.165,-125.34,-125.461,-124.653,-124.584,0.309,0.742,0.426
41.875,36.214,36.202,41.862,-129.71,-129.789,-128.955,-128.795,0.409,0.808,0.232
15.29,9.642,9.632,15.28,-125.771,-125.838,-125.193,-125.11,0.385,0.886,0.587
-64.608,-70.288,-70.321,-64.633,-131.25,-132.065,-129.794,-129.499,0.551,1.5,0.332
67.683,62.007,61.984,67.654,-124.695,-124.959,-123.429,-122.769,0.422,1.061,0.395
-38.23,-43.48,-43.495,-38.244,-124.54,-124.711,-123.749,-123.665,0.294,0.841,0.308
36.153,30.917,30.906,36.141,-125.515,-125.588,-124.826,-124.697,0.258,0.748,0.369
59.143,53.878,53.862,59.124,-132.669,-132.781,-131.559,-131.241,0.38,0.623,0.383
-38.874,-44.122,-44.135,-38.885,-135.033,-135.184,-134.224,-134.158,0.256,0.678,0.12
55.485,49.821,49.805,55.466,-121.943,-122.085,-121.029,-120.721,0.455,0.987,0.418
34.697,29.452,29.442,34.687,-133.034,-133.09,-132.32,-132.21,0.351,0.778,0.321
-77.412,-83.063,-83.163,-77.466,-132.111,-136.855,-130.136,-128.462,0.379,0.683,0.407
8.025,2.78,2.771,8.015,-127.974,-128.036,-127.397,-127.329,0.315,0.847,0.324
15.056,9.409,9.399,15.046,-122.595,-122.665,-122.024,-121.939,0.397,1.251,0.45
-1.658,-6.888,-6.898,-1.668,-122.801,-122.873,-122.231,-122.167,0.22,0.559,0.242
59.484,54.22,54.203,59.464,-131.552,-131.675,-130.446,-130.115,0.362,0.801,0.218
63.508,58.25,58.23,63.484,-123.817,-124.01,-122.669,-122.21,0.234,0.896,0.221
-83.778,-89.457,-88.727,-83.877,-143.602,-174.33,-149.219,-136.219,0.538,1.105,0.376
66.102,60.839,60.817,66.075,-125.863,-126.08,-124.606,-124.06,0.41,0.747,0.376
28.56,23.322,23.312,28.549,-129.876,-129.936,-129.225,-129.126,0.411,0.807,0.38
-67.486,-72.753,-72.788,-67.512,-135.69,-136.607,-134.031,-133.73,0.274,0.691,0.303
35.266,30.029,30.018,35.253,-124.462,-124.535,-123.784,-123.659,0.318,0.573,0.339
-71.447,-77.122,-77.167,-71.477,-137.309,-138.874,-135.4,-134.921,0.504,0.978,0.475
-81.739,-86.864,-87.107,-81.827,-131.173,-146.612,-131.414,-125.486,0.248,0.795,0.413
7.618,2.383,2.375,7.609,-133.293,-133.347,-132.701,-132.64,0.302,0.872,0.369
82.358,76.674,76.624,82.269,-120.114,-121.677,-118.408,-114.38,0.586,1.152,0.707
-44.004,-49.672,-49.688,-44.019,-128.922,-129.15,-128.054,-127.952,0.318,0.569,0.308
86.061,80.779,80.71,85.901,-125.406,-128.701,-123.801,-114.132,0.214,0.758,0.261
-42.099,-47.352,-47.367,-42.113,-127.809,-128.004,-126.964,-126.874,0.296,0.722,0.239
-11.08,-16.731,-16.741,-11.09,-125.042,-125.13,-124.454,-124.388,0.22,0.831,0.398
-50.608,-55.864,-55.881,-50.623,-134.396,-134.663,-133.385,-133.283,0.459,1.391,0.394
53.772,48.512,48.498,53.756,-132.779,-132.868,-131.8,-131.563,0.254,0.562,0.372
0.704,-4.529,-4.538,0.695,-131.238,-131.3,-130.654,-130.595,0.558,1.043,0.307
-80.217,-85.425,-85.566,-80.281,-138.679,-146.825,-136.714,-134.02,0.251,0.99,0.305
-28.909,-34.567,-34.578,-28.919,-134.815,-134.931,-134.114,-134.055,0.459,1.081,0.335
-9.928,-15.162,-15.172,-9.937,-129.25,-129.325,-128.654,-128.596,0.253,0.519,0.386
4.684,-0.965,-0.974,4.675,-128.012,-128.08,-127.442,-127.372,0.385,0.85,0.518
-44.994,-50.663,-50.68,-45.009,-127.911,-128.152,-127.027,-126.92,0.332,0.787,0.427
83.614,77.921,77.869,83.515,-127.602,-129.282,-125.561,-120.541,0.274,1.315,0.433
15.948,10.3,10.29,15.938,-123.643,-123.713,-123.069,-122.983,0.297,0.722,0.231
-17.404,-23.058,-23.068,-17.413,-133.579,-133.667,-132.952,-132.896,0.342,1.013,0.478
-5.083,-10.316,-10.325,-5.093,-127.072,-127.144,-126.492,-126.431,0.386,1.063,0.379
18.455,13.221,13.211,18.445,-128.921,-128.98,-128.32,-128.24,0.28,1.023,0.245
-33.489,-38.736,-38.749,-33.502,-126.513,-126.656,-125.777,-125.703,0.416,1.084,0.278
68.921,63.656,63.632,68.891,-124.622,-124.895,-123.266,-122.578,0.379,1.002,0.309
74.918,69.65,69.618,74.874,-120.825,-121.33,-119.226,-117.965,0.343,0.567,0.367
57.606,52.354,52.337,57.586,-122.953,-123.096,-121.968,-121.647,0.24,0.53,0.244
65.689,60.014,59.993,65.663,-125.883,-126.107,-124.674,-124.112,0.461,0.663,0.519
5.501,-0.146,-0.156,5.491,-123.768,-123.84,-123.206,-123.133,0.479,1.137,0.329
-10.601,-15.834,-15.845,-10.611,-126.091,-126.171,-125.498,-125.437,0.278,0.972,0.411
-60.386,-65.655,-65.683,-60.409,-126.688,-127.233,-125.39,-125.179,0.358,0.797,0.29
89.269,83.724,83.617,88.614,-84.694,-120.484,-113.46,-58.611,0.356,1.059,0.227
56.383,51.12,51.105,56.366,-133.839,-133.93,-132.789,-132.525,0.465,1.319,0.363
-44.405,-50.072,-50.086,-44.418,-134.158,-134.373,-133.277,-133.189,0.566,1.381,0.519
16.936,11.699,11.69,16.928,-134.278,-134.325,-133.66,-133.592,0.238,0.633,0.255
47.617,42.369,42.356,47.602,-127.473,-127.563,-126.645,-126.453,0.367,0.894,0.368
-47.311,-52.568,-52.585,-47.326,-129.048,-129.292,-128.112,-128.007,0.402,0.696,0.358
61.702,56.447,56.428,61.679,-121.741,-121.92,-120.66,-120.247,0.367,0.804,0.444
28.598,22.94,22.93,28.588,-134.176,-134.228,-133.508,-133.412,0.306,0.994,0.501
60.439,55.179,55.161,60.418,-128.25,-128.397,-127.154,-126.788,0.388,1.222,0.304
43.754,38.089,38.078,43.741,-131.842,-131.917,-131.05,-130.884,0.368,0.838,0.511
86.644,80.95,80.883,86.466,-127.385,-131.089,-126.049,-114.146,0.299,0.798,0.241
-63.369,-69.048,-69.08,-63.393,-130.084,-130.822,-128.685,-128.412,0.25,0.766,0.281
-77.543,-82.792,-82.891,-77.599,-130.142,-134.488,-127.991,-126.433,0.409,1.119,0.433
87.027,81.36,81.281,86.799,-111.956,-118.314,-113.251,-97.983,0.203,0.92,0.223
-23.261,-28.5,-28.511,-23.271,-129.455,-129.557,-128.8,-128.739,0.301,0.62,0.337
42.894,37.236,37.223,42.881,-126.482,-126.569,-125.733,-125.561,0.477,0.7,0.439
60.026,54.766,54.748,60.005,-128.263,-128.406,-127.178,-126.821,0.486,1.377,0.475
88.642,83.811,83.7,89.314,-100.153,-117.001,-109.937,-75.077,0.165,0.594,0.193
-44.994,-50.249,-50.266,-45.009,-127.911,-128.132,-127.018,-126.92,0.337,0.894,0.43
35.151,29.499,29.488,35.139,-123.4,-123.479,-122.736,-122.6,0.445,1.047,0.38
1.339,-4.31,-4.32,1.33,-129.11,-129.179,-128.536,-128.47,0.321,1.078,0.453
67.124,61.863,61.84,67.095,-122.564,-122.812,-121.302,-120.7,0.429,0.79,0.256
-50.608,-56.278,-56.295,-50.623,-134.396,-134.688,-133.394,-133.283,0.513,1.369,0.454
86.367,80.685,80.614,86.187,-121.038,-125.274,-120.49,-109.072,0.67,1.186,0.619
-35.978,-41.641,-41.655,-35.991,-126.577,-126.746,-125.82,-125.736,0.635,1.141,0.284
-70.842,-76.518,-76.564,-70.874,-135.221,-136.736,-133.401,-132.897,0.171,0.727,0.42
-55.454,-61.131,-61.154,-55.473,-126.326,-126.753,-125.208,-125.037,0.313,1.042,0.465
36.377,30.72,30.709,36.365,-128.714,-128.786,-128.018,-127.883,0.231,0.688,0.294
68.951,63.276,63.252,68.919,-120.293,-120.606,-119.021,-118.271,0.264,1.028,0.261
-47.724,-53.394,-53.412,-47.739,-129.065,-129.336,-128.13,-128.015,0.456,0.862,0.497
63.485,57.806,57.788,63.462,-130.329,-130.501,-129.143,-128.679,0.264,0.649,0.329
12.765,7.118,7.108,12.754,-121.563,-121.634,-120.998,-120.915,0.308,0.494,0.37
12.724,7.494,7.484,12.714,-124.741,-124.804,-124.165,-124.09,0.3,0.835,0.305
47.177,41.519,41.505,47.161,-122.136,-122.241,-121.354,-121.145,0.331,0.958,0.196
-84.452,-88.845,-89.641,-84.56,-145.713,142.72,157.729,-137.435,0.339,0.897,0.465
-36.454,-42.117,-42.132,-36.467,-125.54,-125.713,-124.777,-124.691,0.259,0.786,0.357
-38.013,-43.676,-43.689,-38.025,-131.88,-132.052,-131.095,-131.015,0.217,0.771,0.337
-48.542,-53.797,-53.813,-48.556,-134.309,-134.549,-133.343,-133.249,0.478,1.324,0.395
-29.935,-35.594,-35.607,-29.947,-124.326,-124.467,-123.631,-123.554,0.267,0.983,0.259
26.708,21.468,21.459,26.698,-132.038,-132.093,-131.388,-131.297,0.327,0.967,0.35
-4.106,-9.337,-9.347,-4.116,-123.89,-123.963,-123.315,-123.252,0.514,1.014,0.331
44.426,38.769,38.756,44.412,-124.32,-124.414,-123.564,-123.379,0.319,1.292,0.283
-9.412,-14.645,-14.655,-9.421,-125.018,-125.097,-124.43,-124.369,0.316,0.789,0.429
-24.925,-30.165,-30.176,-24.935,-129.486,-129.592,-128.82,-128.758,0.372,0.762,0.33
-3.499,-9.152,-9.16,-3.508,-134.468,-134.531,-133.876,-133.82,0.363,0.771,0.256
-24.256,-29.496,-29.507,-24.267,-127.367,-127.474,-126.708,-126.644,0.303,0.535,0.473
55.947,50.283,50.266,55.928,-123.001,-123.143,-122.072,-121.759,0.207,0.638,0.323
42.173,36.508,36.497,42.161,-132.95,-133.018,-132.169,-132.016,0.402,0.771,0.406
