V0_LATITUDE,V1_LATITUDE,V2_LATITUDE,V3_LATITUDE,V0_LONGITUDE,V1_LONGITUDE,V2_LONGITUDE,V3_LONGITUDE,mg/si,al/si,ca/si
54.525,48.852,48.838,54.508,-131.665,-131.77,-130.698,-130.429,0.325,0.974,0.189
43.047,37.803,37.79,43.034,-127.55,-127.629,-126.782,-126.622,0.35,1.022,0.216
-74.852,-80.114,-80.175,-74.892,-137.152,-139.53,-134.952,-134.198,0.389,0.748,0.275
78.21,72.529,72.49,78.153,-120.295,-121.094,-118.629,-116.611,0.419,0.994,0.361
-15.371,-21.023,-21.034,-15.381,-124.052,-124.149,-123.449,-123.382,0.289,0.709,0.333
77.47,72.289,72.252,77.417,-123.74,-124.379,-121.924,-120.244,0.401,1.296,0.412
-29.913,-35.572,-35.584,-29.924,-129.585,-129.719,-128.886,-128.814,0.66,1.267,0.463
-54.161,-59.837,-59.859,-54.18,-127.292,-127.684,-126.211,-126.052,0.407,0.915,0.442
51.704,46.033,46.019,51.689,-132.815,-132.903,-131.892,-131.664,0.273,0.871,0.299
15.474,10.245,10.235,15.464,-122.59,-122.655,-122.012,-121.932,0.287,0.859,0.33
-77.299,-82.953,-83.04,-77.347,-138.014,-142.305,-135.824,-134.468,0.294,0.784,0.26
-70.978,-76.246,-76.292,-71.011,-134.238,-135.647,-132.368,-131.888,0.291,0.9,0.268
-55.83,-61.502,-61.522,-55.846,-135.681,-136.067,-134.537,-134.404,0.279,0.915,0.378
-52.169,-57.429,-57.448,-52.186,-131.356,-131.663,-130.313,-130.19,0.474,0.857,0.361
46.455,41.2,41.188,46.442,-133.99,-134.055,-133.133,-132.969,0.439,1.011,0.537
53.825,48.162,48.147,53.807,-121.988,-122.119,-121.104,-120.821,0.414,1.032,0.502
34.806,29.148,29.138,34.794,-129.803,-129.872,-129.115,-128.989,0.337,0.676,0.348
32.486,26.833,26.822,32.475,-126.63,-126.702,-125.973,-125.851,0.326,1.023,0.433
8.597,2.945,2.936,8.589,-134.351,-134.405,-133.757,-133.694,0.463,1.157,0.306
-33.301,-38.546,-38.559,-33.312,-132.812,-132.943,-132.072,-132.007,0.287,0.615,0.306
74.896,69.211,69.18,74.853,-126.311,-126.787,-124.69,-123.403,0.583,1.76,0.431
-18.345,-23.998,-24.01,-18.355,-123.047,-123.151,-122.431,-122.362,0.326,0.541,0.377
26.089,20.856,20.846,26.078,-124.582,-124.648,-123.963,-123.865,0.392,0.934,0.333
62.989,57.733,57.713,62.965,-122.763,-122.953,-121.639,-121.193,0.451,1.059,0.483
33.367,27.709,27.698,33.356,-131.968,-132.031,-131.28,-131.163,0.369,0.798,0.269
-81.988,-87.456,-87.756,-82.077,-133.455,-154.539,-135.862,-127.609,0.316,0.95,0.405
-2.579,-7.81,-7.82,-2.588,-127.04,-127.11,-126.464,-126.402,0.577,1.2,0.411
73.725,68.457,68.427,73.684,-122.053,-122.49,-120.501,-119.403,0.455,0.998,0.601
12.605,6.958,6.948,12.595,-123.683,-123.753,-123.115,-123.034,0.305,0.82,0.22
-20.843,-26.498,-26.51,-20.854,-123.091,-123.201,-122.461,-122.391,0.257,0.507,0.283
25.226,19.573,19.563,25.216,-129.913,-129.976,-129.286,-129.189,0.306,0.709,0.209
86.073,80.393,80.324,85.903,-119.096,-123.099,-118.499,-108.062,0.541,1.557,0.663
-71.549,-76.821,-76.874,-71.587,-127.176,-128.791,-125.296,-124.705,0.292,0.751,0.432
-59.35,-65.026,-65.05,-59.37,-133.867,-134.381,-132.619,-132.434,0.264,0.564,0.243
-60.242,-65.922,-65.949,-60.265,-128.758,-129.339,-127.485,-127.263,0.303,0.849,0.252
-18.265,-23.918,-23.929,-18.274,-129.372,-129.469,-128.749,-128.685,0.436,0.848,0.315
12.117,6.466,6.457,12.108,-132.183,-132.241,-131.592,-131.52,0.313,0.984,0.382
-12.332,-17.566,-17.576,-12.342,-125.06,-125.144,-124.463,-124.402,0.196,0.729,0.339
-41.597,-46.85,-46.866,-41.611,-123.596,-123.793,-122.758,-122.665,0.373,1.018,0.641
-54.896,-60.16,-60.182,-54.915,-128.379,-128.751,-127.265,-127.116,0.506,1.157,0.489
71.624,66.345,66.321,71.593,-133.36,-133.594,-131.71,-130.921,0.491,1.234,0.572
84.365,78.684,78.624,84.244,-117.675,-120.202,-116.347,-109.943,0.335,0.844,0.203
-13.583,-18.817,-18.828,-13.593,-125.079,-125.165,-124.478,-124.416,0.31,0.796,0.312
-13.261,-18.496,-18.506,-13.271,-128.24,-128.322,-127.636,-127.577,0.916,1.422,0.561
9.623,3.976,3.967,9.613,-122.66,-122.731,-122.098,-122.019,0.379,0.566,0.31
-67.214,-72.894,-72.934,-67.243,-129.512,-130.577,-127.931,-127.543,0.406,1.024,0.505
-23.517,-28.757,-28.768,-23.528,-126.3,-126.406,-125.647,-125.582,0.362,0.686,0.31
4.426,-0.809,-0.817,4.418,-134.389,-134.442,-133.796,-133.74,0.378,0.968,0.501
-13.923,-19.577,-19.586,-13.932,-134.587,-134.665,-133.971,-133.917,0.542,1.045,0.245
-57.625,-63.304,-63.33,-57.647,-125.428,-125.923,-124.245,-124.049,0.282,0.599,0.196
-59.679,-64.948,-64.976,-59.702,-125.586,-126.107,-124.315,-124.111,0.319,1.205,0.347
89.551,85.039,84.905,89.117,-42.722,-121.711,-112.804,22.663,0.366,0.98,0.232
44.142,38.898,38.885,44.128,-126.462,-126.546,-125.686,-125.518,0.495,0.999,0.418
32.309,27.068,27.058,32.297,-129.833,-129.895,-129.156,-129.047,0.331,0.51,0.283
77.196,71.515,71.479,77.143,-119.391,-120.102,-117.781,-116.012,0.296,0.773,0.326
-69.508,-74.782,-74.828,-69.542,-126.773,-128.033,-125.023,-124.558,0.227,0.877,0.344
-39.256,-44.505,-44.519,-39.269,-131.915,-132.08,-131.107,-131.031,0.309,0.823,0.418
89.5,87.313,87.069,89.242,-59.431,-115.994,-100.476,16.896,0.383,0.858,0.459
-7.67,-13.322,-13.331,-7.678,-134.513,-134.581,-133.914,-133.86,0.322,0.624,0.417
48.712,43.464,43.45,48.696,-126.381,-126.476,-125.543,-125.34,0.171,0.778,0.413
26.146,20.495,20.485,26.135,-125.644,-125.713,-125.028,-124.924,0.354,0.905,0.356
80.306,75.033,74.989,80.237,-120.883,-121.908,-119.008,-116.373,0.458,1.123,0.369
89.65,86.645,86.466,89.183,-57.004,-127.407,-114.123,22.068,0.435,0.591,0.327
53.873,48.21,48.194,53.855,-123.055,-123.186,-122.166,-121.884,0.265,0.805,0.415
-15.979,-21.633,-21.643,-15.989,-131.448,-131.537,-130.832,-130.771,0.442,1.076,0.334
39.381,34.137,34.125,39.369,-129.745,-129.814,-129.006,-128.869,0.364,1.022,0.377
-36.531,-42.193,-42.206,-36.543,-133.933,-134.089,-133.162,-133.09,0.504,1.303,0.429
-65.515,-71.193,-71.225,-65.54,-134.436,-135.287,-132.925,-132.633,0.233,0.636,0.473
-76.889,-82.545,-82.642,-76.943,-127.801,-132.156,-125.856,-124.27,0.327,0.866,0.447
-67.758,-73.025,-73.059,-67.784,-136.719,-137.639,-135.028,-134.74,0.42,1.146,0.4
81.948,76.264,76.215,81.864,-120.299,-121.74,-118.572,-114.859,0.598,1.013,0.548
-33.726,-38.974,-38.987,-33.739,-123.366,-123.513,-122.628,-122.551,0.296,1.006,0.28
85.423,80.134,80.073,85.291,-128.95,-131.27,-126.652,-119.069,0.231,0.8,0.187
47.337,41.678,41.664,47.322,-124.267,-124.369,-123.474,-123.266,0.511,1.51,0.501
61.289,55.616,55.598,61.267,-127.141,-127.309,-126.055,-125.641,0.381,0.844,0.312
-29.394,-35.052,-35.064,-29.405,-130.626,-130.756,-129.93,-129.861,0.246,0.671,0.305
21.958,16.728,16.717,21.947,-121.45,-121.517,-120.855,-120.763,0.232,0.772,0.283
27.805,22.156,22.145,27.793,-121.375,-121.45,-120.761,-120.649,0.184,0.429,0.335
38.874,33.631,33.619,38.861,-128.681,-128.751,-127.952,-127.816,0.182,0.597,0.298
21.224,15.574,15.564,21.214,-126.765,-126.831,-126.166,-126.074,0.308,0.946,0.33
35.961,30.304,30.293,35.949,-128.719,-128.791,-128.027,-127.894,0.223,0.694,0.286
-72.612,-77.879,-77.932,-72.649,-134.585,-136.334,-132.597,-132.005,0.243,0.807,0.227
-35.056,-40.303,-40.317,-35.069,-127.604,-127.753,-126.85,-126.775,0.392,1.102,0.503
-58.116,-63.379,-63.401,-58.135,-133.779,-134.209,-132.56,-132.403,0.349,0.994,0.295
-12.749,-17.983,-17.993,-12.759,-125.067,-125.151,-124.468,-124.407,0.211,0.823,0.431
-44.023,-49.692,-49.709,-44.038,-124.73,-124.967,-123.863,-123.755,0.309,0.939,0.576
-20.603,-26.258,-26.269,-20.614,-126.248,-126.354,-125.617,-125.549,0.234,0.594,0.239
3.114,-2.115,-2.125,3.105,-124.855,-124.922,-124.286,-124.22,0.239,1.164,0.317
-40.535,-46.201,-46.217,-40.549,-126.71,-126.911,-125.895,-125.801,0.411,0.837,0.419
16.885,11.651,11.641,16.875,-130.002,-130.059,-129.402,-129.326,0.424,0.871,0.481
-61.735,-67.414,-67.442,-61.758,-130.962,-131.601,-129.63,-129.393,0.305,1.073,0.294
-76.966,-82.623,-82.708,-77.014,-136.915,-140.988,-134.781,-133.45,0.303,0.941,0.28
6.095,0.859,0.851,6.086,-134.374,-134.426,-133.779,-133.722,0.295,0.759,0.308
49.058,43.399,43.384,49.041,-121.031,-121.144,-120.226,-119.998,0.495,0.841,0.329
-57.625,-62.893,-62.918,-57.647,-125.428,-125.881,-124.229,-124.049,0.31,0.632,0.216
12.618,6.969,6.96,12.609,-127.923,-127.988,-127.345,-127.267,0.365,0.974,0.475
-37.636,-42.885,-42.9,-37.649,-126.623,-126.788,-125.84,-125.759,0.556,1.112,0.415
-71.794,-77.472,-77.527,-71.831,-129.292,-131.122,-127.456,-126.798,0.323,0.713,0.509
-64.511,-69.78,-69.811,-64.536,-132.272,-132.998,-130.792,-130.531,0.324,0.672,0.347
-81.835,-87.343,-87.596,-81.913,-140.086,-158.449,-140.886,-134.475,0.23,1.065,0.451
-4.721,-10.372,-10.381,-4.73,-131.3,-131.372,-130.716,-130.654,0.282,0.485,0.209
44.277,38.616,38.603,44.264,-128.602,-128.687,-127.825,-127.647,0.35,1.29,0.524
68.509,63.244,63.22,68.479,-124.647,-124.911,-123.309,-122.644,0.362,0.866,0.399
81.328,76.05,76.003,81.252,-123.926,-125.071,-121.917,-118.819,0.216,1.09,0.311
38.017,32.781,32.769,38.004,-122.294,-122.373,-121.6,-121.46,0.184,0.823,0.347
37.64,32.399,32.388,37.628,-127.629,-127.7,-126.917,-126.785,0.32,0.851,0.256
-16.987,-22.642,-22.651,-16.997,-133.573,-133.66,-132.948,-132.892,0.349,0.946,0.518
-54.18,-59.439,-59.458,-54.196,-135.592,-135.911,-134.485,-134.372,0.422,0.84,0.362
15.272,10.043,10.033,15.262,-121.532,-121.598,-120.956,-120.876,0.213,0.744,0.287
-28.273,-33.932,-33.944,-28.285,-124.29,-124.423,-123.608,-123.533,0.251,0.663,0.281
-79.164,-84.391,-84.519,-79.229,-131.033,-137.464,-129.067,-126.749,0.463,0.827,0.445
-25.821,-31.062,-31.073,-25.831,-132.661,-132.765,-131.985,-131.926,0.362,0.842,0.417
26.291,20.636,20.626,26.281,-132.043,-132.102,-131.401,-131.305,0.404,1.145,0.386
8.955,3.305,3.296,8.946,-130.086,-130.149,-129.507,-129.436,0.372,0.811,0.363
78.227,72.947,72.91,78.172,-128.081,-128.72,-126.123,-124.291,0.328,1.089,0.256
-58.858,-64.538,-64.564,-58.88,-125.521,-126.059,-124.297,-124.085,0.373,1.041,0.341
5.096,-0.135,-0.145,5.087,-129.067,-129.129,-128.489,-128.425,0.419,1.047,0.395
-8.932,-14.165,-14.175,-8.942,-126.067,-126.145,-125.479,-125.419,0.215,0.781,0.358
15.53,10.3,10.29,15.52,-123.648,-123.713,-123.069,-122.99,0.298,0.722,0.244
37.236,31.582,31.571,37.223,-123.37,-123.452,-122.689,-122.544,0.478,0.935,0.442
-0.228,-5.875,-5.885,-0.237,-124.896,-124.971,-124.33,-124.262,0.344,0.829,0.525
-44.493,-49.746,-49.761,-44.507,-133.122,-133.325,-132.235,-132.149,0.566,0.764,0.47
79.047,73.356,73.319,78.989,-127.93,-128.684,-126.022,-123.85,0.291,0.96,0.264
13.446,7.796,7.787,13.437,-128.975,-129.039,-128.393,-128.315,0.283,1.097,0.477
87.215,81.958,81.873,86.975,-112.537,-119.186,-113.734,-97.723,0.459,0.9,0.435
77.816,72.537,72.501,77.764,-128.149,-128.753,-126.219,-124.49,0.342,1.081,0.236
88.383,83.107,83.023,88.051,-123.239,-131.734,-125.085,-98.831,0.433,0.909,0.509
45.077,39.41,39.398,45.064,-132.913,-132.985,-132.095,-131.924,0.529,1.333,0.756
49.692,44.443,44.429,49.677,-127.435,-127.531,-126.575,-126.365,0.259,0.424,0.264
89.551,86.257,86.08,89.117,-42.722,-120.02,-108.394,22.663,0.352,0.917,0.209
-37.215,-42.877,-42.889,-37.226,-134.991,-135.146,-134.208,-134.14,0.275,0.622,0.226
-68.795,-74.063,-74.102,-68.823,-134.873,-135.948,-133.143,-132.781,0.216,1.103,0.315
-7.587,-12.82,-12.83,-7.597,-127.105,-127.18,-126.519,-126.459,0.486,0.763,0.467
63.768,58.093,58.074,63.744,-127.05,-127.243,-125.892,-125.405,0.5,0.831,0.536
39.736,34.081,34.069,39.722,-123.332,-123.418,-122.629,-122.472,0.31,0.615,0.279
-39.289,-44.537,-44.55,-39.3,-135.044,-135.198,-134.229,-134.163,0.243,0.675,0.148
-9.993,-15.229,-15.238,-10.002,-132.424,-132.495,-131.822,-131.767,0.376,0.715,0.332
10.948,5.299,5.29,10.938,-127.941,-128.007,-127.366,-127.29,0.329,0.78,0.291
-18.938,-24.591,-24.602,-18.948,-126.219,-126.322,-125.597,-125.531,0.339,0.771,0.349
69.184,63.913,63.889,69.153,-128.974,-129.222,-127.548,-126.867,0.377,0.769,0.489
38.458,33.215,33.204,38.445,-128.686,-128.757,-127.962,-127.828,0.162,0.442,0.304
74.345,68.662,68.632,74.304,-125.27,-125.731,-123.698,-122.478,0.238,0.665,0.301
82.733,77.45,77.4,82.644,-126.833,-128.214,-124.654,-120.655,0.315,1.142,0.35
17.77,12.532,12.524,17.761,-134.27,-134.318,-133.65,-133.581,0.262,0.627,0.33
16.961,11.73,11.72,16.951,-125.752,-125.814,-125.164,-125.084,0.432,1.108,0.576
-79.301,-84.528,-84.653,-79.366,-135.123,-141.591,-133.08,-130.832,0.421,1.632,0.527
67.906,62.645,62.62,67.876,-121.44,-121.707,-120.157,-119.513,0.251,1.008,0.319
-32.402,-38.062,-38.075,-32.413,-128.589,-128.736,-127.868,-127.793,0.271,0.554,0.211
4.46,-0.773,-0.782,4.45,-131.197,-131.256,-130.614,-130.552,0.334,1.175,0.518
47.202,41.954,41.941,47.187,-127.481,-127.57,-126.659,-126.47,0.485,1.146,0.485
11.359,6.127,6.117,11.349,-128.998,-129.057,-128.414,-128.344,0.237,1.038,0.441
80.717,75.444,75.398,80.644,-120.756,-121.855,-118.87,-116.043,0.509,0.922,0.386
-19.578,-24.816,-24.826,-19.588,-132.557,-132.645,-131.919,-131.863,0.243,0.863,0.313
-76.447,-82.107,-82.193,-76.497,-132.71,-136.546,-130.679,-129.339,0.267,0.995,0.462
-24.898,-30.554,-30.565,-24.908,-133.696,-133.802,-133.028,-132.968,0.243,0.766,0.168
32.903,27.249,27.238,32.891,-126.624,-126.697,-125.965,-125.841,0.401,1.293,0.458
48.931,43.68,43.666,48.916,-129.599,-129.687,-128.737,-128.538,0.278,0.567,0.363
-34.085,-39.332,-39.346,-34.098,-124.426,-124.574,-123.684,-123.607,0.294,0.892,0.335
-56.242,-61.915,-61.935,-56.259,-135.705,-136.101,-134.548,-134.412,0.264,0.854,0.361
50.462,45.206,45.192,50.447,-132.835,-132.914,-131.921,-131.719,0.241,0.708,0.212
46.635,40.974,40.961,46.62,-126.419,-126.515,-125.624,-125.425,0.443,1.335,0.629
-30.765,-36.01,-36.023,-30.777,-124.345,-124.478,-123.636,-123.564,0.253,0.947,0.47
-57.208,-62.47,-62.491,-57.226,-134.745,-135.141,-133.552,-133.411,0.509,0.604,0.437
-52.269,-57.942,-57.962,-52.286,-130.319,-130.66,-129.284,-129.148,0.372,0.605,0.26
47.81,42.568,42.554,47.794,-121.057,-121.158,-120.255,-120.053,0.422,0.917,0.31
17.211,11.561,11.551,17.201,-127.872,-127.937,-127.284,-127.199,0.302,1.082,0.425
59.02,53.355,53.337,58.999,-120.765,-120.934,-119.781,-119.405,0.205,0.908,0.228
-62.958,-68.227,-68.258,-62.982,-130.042,-130.691,-128.638,-128.397,0.287,0.734,0.317
13.385,7.738,7.728,13.374,-122.615,-122.685,-122.047,-121.965,0.198,0.556,0.276
-4.998,-10.23,-10.24,-5.008,-122.846,-122.921,-122.27,-122.207,0.222,0.904,0.25
41.384,36.141,36.129,41.371,-127.575,-127.652,-126.826,-126.676,0.235,0.803,0.381
-66.48,-71.752,-71.79,-66.509,-128.377,-129.282,-126.801,-126.466,0.408,1.392,0.431
-17.744,-22.981,-22.991,-17.753,-130.419,-130.506,-129.792,-129.734,0.311,0.835,0.518
64.237,58.559,58.54,64.213,-129.206,-129.393,-128.009,-127.514,0.406,0.832,0.383
-6.587,-12.237,-12.247,-6.596,-128.149,-128.227,-127.568,-127.504,0.288,0.663,0.321
6.451,0.801,0.792,6.442,-130.113,-130.178,-129.537,-129.467,0.607,1.117,0.401
25.546,20.31,20.3,25.536,-128.844,-128.903,-128.212,-128.12,0.243,1.015,0.377
12.724,7.076,7.067,12.714,-124.741,-124.809,-124.171,-124.09,0.294,0.74,0.38
-30.543,-35.786,-35.798,-30.554,-131.702,-131.824,-130.99,-130.926,0.236,0.512,0.229
4.843,-0.809,-0.817,4.835,-134.385,-134.442,-133.796,-133.736,0.437,1.069,0.482
-65.419,-71.102,-71.138,-65.447,-126.165,-127.079,-124.676,-124.332,0.378,0.746,0.413
13.142,7.494,7.484,13.132,-124.736,-124.804,-124.165,-124.084,0.324,0.835,0.322
87.29,82.027,81.943,87.049,-116.05,-122.533,-116.979,-100.694,0.399,1.299,0.504
-64.432,-70.113,-70.147,-64.458,-128.125,-128.949,-126.681,-126.373,0.391,0.926,0.306
-37.697,-42.947,-42.961,-37.71,-125.575,-125.742,-124.79,-124.709,0.434,1.007,0.423
-26.195,-31.852,-31.865,-26.206,-124.246,-124.372,-123.581,-123.508,0.254,0.666,0.306
-19,-24.654,-24.665,-19.011,-125.166,-125.27,-124.545,-124.477,0.385,1.076,0.47
-47.74,-52.999,-53.017,-47.756,-124.878,-125.136,-123.934,-123.821,0.351,0.978,0.328
-34.381,-40.043,-40.056,-34.393,-125.485,-125.646,-124.745,-124.663,0.232,0.893,0.315
63.403,58.146,58.126,63.379,-122.746,-122.94,-121.609,-121.15,0.398,0.743,0.272
31.703,26.461,26.451,31.693,-131.986,-132.044,-131.303,-131.199,0.368,0.74,0.279
-29.147,-34.806,-34.817,-29.158,-132.724,-132.848,-132.027,-131.962,0.377,0.981,0.482
75.784,70.514,70.48,75.737,-121.801,-122.349,-120.141,-118.754,0.422,1.114,0.591
20.661,15.43,15.42,20.651,-124.648,-124.711,-124.051,-123.965,0.495,1.537,0.246
46.395,41.152,41.139,46.38,-123.218,-123.312,-122.428,-122.24,0.594,1.313,0.597
-43.018,-48.683,-48.697,-43.03,-135.149,-135.345,-134.286,-134.207,0.51,0.892,0.345
51.214,45.958,45.945,51.199,-131.727,-131.814,-130.809,-130.595,0.325,0.756,0.241
33.783,28.125,28.114,33.772,-131.964,-132.027,-131.272,-131.154,0.456,1.074,0.232
-62.438,-68.119,-68.15,-62.463,-126.876,-127.576,-125.518,-125.251,0.344,0.661,0.222
-18.681,-23.918,-23.929,-18.691,-129.378,-129.469,-128.749,-128.69,0.493,0.864,0.279
41.479,36.228,36.218,41.468,-134.049,-134.107,-133.258,-133.124,0.275,0.648,0.251
62.443,57.175,57.157,62.422,-132.583,-132.716,-131.371,-130.981,0.164,0.758,0.345
-14.757,-19.994,-20.003,-14.765,-134.598,-134.671,-133.975,-133.925,0.489,1.053,0.278
83.765,78.494,78.435,83.655,-117.02,-119.145,-115.361,-110.031,0.294,1.592,0.436
62.247,56.57,56.551,62.225,-130.371,-130.531,-129.223,-128.796,0.347,0.596,0.302
46.978,41.736,41.723,46.963,-121.073,-121.173,-120.283,-120.088,0.437,0.971,0.361
-20.561,-25.799,-25.81,-20.571,-131.518,-131.61,-130.876,-130.819,0.492,1.456,0.304
6.772,1.123,1.114,6.763,-127.988,-128.055,-127.417,-127.345,0.455,0.913,0.462
67.906,62.232,62.208,67.876,-121.44,-121.724,-120.197,-119.513,0.42,1.364,0.443
45.125,39.879,39.866,45.111,-127.516,-127.6,-126.722,-126.549,0.406,1.498,0.312
61.289,56.029,56.011,61.267,-127.141,-127.298,-126.03,-125.641,0.494,0.951,0.41
-21.244,-26.899,-26.909,-21.253,-132.583,-132.682,-131.94,-131.88,0.453,0.736,0.532
47.599,42.35,42.337,47.584,-128.546,-128.634,-127.712,-127.522,0.318,1.333,0.316
68.319,63.057,63.033,68.288,-121.414,-121.69,-120.115,-119.449,0.338,0.998,0.407
34.849,29.612,29.601,34.837,-124.468,-124.54,-123.794,-123.669,0.319,0.543,0.234
-0.548,-6.199,-6.208,-0.557,-131.252,-131.32,-130.672,-130.609,0.397,0.903,0.28
22.749,17.1,17.09,22.738,-124.623,-124.692,-124.025,-123.928,0.416,1.482,0.352
76.359,70.668,70.636,76.314,-130.644,-131.123,-128.819,-127.354,0.462,1.209,0.423
-41.423,-47.09,-47.106,-41.437,-125.689,-125.899,-124.861,-124.764,0.369,1.184,0.363
26.933,21.692,21.683,26.924,-134.191,-134.239,-133.527,-133.442,0.334,1.072,0.464
89.148,84.763,84.637,89.558,-97.233,-123.175,-114.688,-28.102,0.272,0.543,0.313
-49.455,-55.124,-55.142,-49.47,-133.311,-133.592,-132.338,-132.226,0.385,1.227,0.344
-62.193,-67.465,-67.496,-62.218,-124.769,-125.403,-123.4,-123.154,0.407,1.212,0.451
28.182,22.94,22.93,28.172,-134.179,-134.228,-133.508,-133.42,0.299,1.12,0.493
-65.104,-70.372,-70.403,-65.129,-134.389,-135.134,-132.874,-132.617,0.287,0.816,0.478
-59.565,-64.834,-64.861,-59.587,-126.619,-127.133,-125.353,-125.153,0.443,1.18,0.417
-28.909,-34.151,-34.162,-28.919,-134.815,-134.922,-134.11,-134.055,0.532,1.326,0.42
2.757,-2.894,-2.903,2.749,-134.405,-134.463,-133.816,-133.758,0.332,1.114,0.572
-10.171,-15.408,-15.416,-10.18,-134.542,-134.608,-133.933,-133.883,0.408,0.494,0.261
-3.328,-8.977,-8.987,-3.338,-122.823,-122.903,-122.256,-122.187,0.285,0.657,0.199
-66.665,-71.933,-71.966,-66.691,-135.584,-136.429,-133.974,-133.695,0.307,0.671,0.383
-80.832,-86.017,-86.188,-80.904,-137.236,-147.516,-135.789,-132.218,0.263,0.627,0.202
88.942,84.539,84.415,89.507,-98.456,-119.84,-111.789,-52.452,0.34,1.071,0.299
47.753,42.508,42.494,47.737,-124.259,-124.356,-123.447,-123.249,0.518,1.615,0.59
-36.136,-41.383,-41.397,-36.148,-128.682,-128.835,-127.916,-127.84,0.259,0.84,0.335
-35.886,-41.134,-41.147,-35.898,-127.626,-127.779,-126.863,-126.786,0.421,1.048,0.452
31.762,26.111,26.1,31.75,-122.384,-122.461,-121.746,-121.623,0.347,0.832,0.421
89.269,84.132,84.017,88.614,-84.694,-120.185,-112.681,-58.611,0.318,0.883,0.194
1.269,-3.964,-3.973,1.26,-132.293,-132.353,-131.707,-131.649,0.692,1.184,0.453
43.899,38.658,38.645,43.885,-123.263,-123.351,-122.505,-122.334,0.501,0.848,0.506
-27.069,-32.31,-32.321,-27.079,-132.684,-132.791,-131.999,-131.939,0.384,0.899,0.354
1.026,-4.622,-4.632,1.016,-124.881,-124.955,-124.316,-124.246,0.258,0.961,0.545
56.592,50.918,50.903,56.574,-131.621,-131.736,-130.609,-130.309,0.284,0.551,0.134
-62.146,-67.414,-67.442,-62.169,-131,-131.601,-129.63,-129.407,0.382,1.314,0.323
0,0,0,0,0,0,0,0,0.971,2.937,0.373
36.556,30.897,30.886,36.544,-130.855,-130.923,-130.146,-130.015,0.345,0.886,0.512
-72.526,-78.203,-78.26,-72.565,-130.488,-132.497,-128.607,-127.892,0.338,1.069,0.35
-84.136,-89.542,-89.037,-84.262,-134.935,148.395,-150.632,-126.856,0.391,0.736,0.279
23.885,18.236,18.226,23.874,-123.548,-123.618,-122.948,-122.848,0.235,0.771,0.363
-53.977,-59.242,-59.264,-53.996,-124.145,-124.508,-123.056,-122.906,0.347,0.825,0.367
-75.943,-81.201,-81.267,-75.984,-138.448,-141.257,-136.113,-135.265,0.456,1.194,0.332
3.592,-1.643,-1.651,3.583,-134.397,-134.45,-133.804,-133.749,0.311,0.68,0.381
-10.736,-16.388,-16.398,-10.745,-133.491,-133.567,-132.888,-132.832,0.388,0.938,0.212
54.519,48.853,48.837,54.501,-126.256,-126.382,-125.335,-125.05,0.452,1.233,0.435
53.212,47.551,47.535,53.195,-120.934,-121.065,-120.065,-119.789,0.28,0.524,0.325
5.025,-0.626,-0.635,5.016,-132.254,-132.316,-131.672,-131.607,0.635,1.636,0.715
-10.508,-16.159,-16.169,-10.518,-127.145,-127.23,-126.556,-126.491,0.298,0.733,0.386
-48.978,-54.651,-54.67,-48.995,-124.933,-125.232,-123.974,-123.845,0.33,1.193,0.452
23.461,18.226,18.216,23.451,-128.867,-128.926,-128.246,-128.158,0.232,0.621,0.48
32.341,26.681,26.672,32.331,-134.141,-134.195,-133.447,-133.341,0.296,1.047,0.367
67.683,62.419,62.396,67.654,-124.695,-124.944,-123.39,-122.769,0.461,0.947,0.449
-30.394,-35.637,-35.648,-30.405,-132.749,-132.868,-132.037,-131.975,0.264,0.733,0.323
-35.978,-41.226,-41.24,-35.991,-126.577,-126.733,-125.814,-125.736,0.365,1.238,0.318
-56.88,-62.555,-62.577,-56.898,-133.698,-134.131,-132.532,-132.373,0.312,0.825,0.261
71.988,66.716,66.689,71.953,-127.686,-128.013,-126.14,-125.251,0.598,1.547,0.532
44.864,39.615,39.602,44.851,-130.744,-130.819,-129.934,-129.768,0.261,0.778,0.29
-83.143,-88.082,-88.499,-83.246,-136.013,-166.967,-142.484,-129.172,0.33,0.452,0.35
2.158,-3.071,-3.081,2.149,-123.809,-123.878,-123.242,-123.176,0.571,1.351,0.389
24.852,19.195,19.186,24.843,-134.209,-134.26,-133.563,-133.476,0.432,1.486,0.301
-45.088,-50.34,-50.355,-45.101,-135.215,-135.413,-134.311,-134.233,0.384,0.801,0.402
70.427,64.75,64.724,70.393,-122.349,-122.69,-121.002,-120.16,0.462,1.048,0.502
-55.719,-61.396,-61.419,-55.739,-128.43,-128.857,-127.305,-127.136,0.429,0.859,0.553
67.798,62.113,62.092,67.771,-132.396,-132.596,-131.01,-130.396,0.309,1.003,0.336
10.635,4.987,4.978,10.625,-124.765,-124.834,-124.198,-124.12,0.346,0.992,0.579
73.25,67.978,67.949,73.212,-126.479,-126.859,-124.883,-123.865,0.93,1.557,0.766
-66.071,-71.752,-71.79,-66.099,-128.323,-129.282,-126.801,-126.447,0.387,1.305,0.415
-58.444,-63.706,-63.729,-58.462,-134.826,-135.257,-133.591,-133.439,0.392,0.62,0.295
37.349,31.695,31.683,37.337,-124.433,-124.513,-123.747,-123.603,0.444,0.796,0.342
-35.21,-40.873,-40.887,-35.223,-125.506,-125.672,-124.758,-124.674,0.354,0.959,0.421
